PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,GameDate
2.0,2025-04-05,14:29:48.85,1.0,2.0,"Davis, Chase",1000107541.0,Left,SAL_JAG,"Tate, Josh",702495.0,Right,GEO_EAG,Undefined,1,Top,0,1,0,Undefined,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,89.10123,-1.158851,0.592621,2070.059131,149.812991,11:00,6.01919,-2.00831,5.97792,-20.89651,13.90477,-7.49473,3.20333,-2.08348,82.07316,-5.077431,-0.755197,0.424589,,,,,,,,,,,,3.99488,7.76095,1.96552,50.0,5.91583,-1.02765,-129.53548,-3.27693,6.83859,25.1572,-18.88851,SAL_JAG,GEO_EAG,USouthAlabama,D1,SBELT,20250405-USouthAlabama-2,570d07f0-1254-11f0-bdb3-f90a09186d6f,88.77387,,,7.02807,,,,,,,6c0594ba-1c80-4ad2-b404-bd14d114c27b,2025-04-05,19:29:48.85,2025-04-05T14:29:48.8530000-05:00,2025-04-05T19:29:48.8530000Z,,v3,471440,471303,,"Young, Michael",1000357180.0,Right,SAL_JAG,dde13823-18f0-4a40-a473-e866bbc476f9,54.52289,-130.41092,12.5786,6.01843,-2.61963,-9.44426,2.00543,-1.26562,3.41929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-04-15
3.0,2025-04-05,14:30:06.79,1.0,3.0,"Davis, Chase",1000107541.0,Left,SAL_JAG,"Tate, Josh",702495.0,Right,GEO_EAG,Undefined,1,Top,0,2,0,Undefined,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,73.52546,1.731531,-1.13327,2148.285526,307.23811,4:15,6.09403,-2.03579,5.40662,-59.50444,-7.42949,11.66398,2.75857,-2.12579,68.4118,-9.044617,0.944884,0.519381,,,,,,,,,,,,-6.14079,-3.69418,2.12836,50.0,6.20634,1.6853,-106.89409,1.29697,-7.17724,16.67455,-36.49173,SAL_JAG,GEO_EAG,USouthAlabama,D1,SBELT,20250405-USouthAlabama-2,61bb67f0-1254-11f0-bdb3-f90a09186d6f,72.57187,,,5.11366,,,,,,,6c0594ba-1c80-4ad2-b404-bd14d114c27b,2025-04-05,19:30:06.79,2025-04-05T14:30:06.7910000-05:00,2025-04-05T19:30:06.7910000Z,,v3,471440,471303,,"Young, Michael",1000357180.0,Right,SAL_JAG,e646b2a2-ce7d-4fc9-8903-4c05bc68c287,55.09888,-107.68654,8.33727,6.1035,3.03121,-18.24586,2.04016,2.02639,-3.58862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-04-15
4.0,2025-04-05,14:30:24.53,1.0,4.0,"Davis, Chase",1000107541.0,Left,SAL_JAG,"Tate, Josh",702495.0,Right,GEO_EAG,Undefined,1,Top,0,3,0,Undefined,Four-Seam,BallCalled,Walk,Undefined,Undefined,0,0,,87.77534,-3.867611,2.380483,2321.491503,152.679872,11:00,5.89413,-1.80306,6.27383,-19.4582,16.42517,-7.88678,0.69874,-0.26457,80.52759,-7.540269,0.955278,0.43114,,,,,,,,,,,,4.74205,9.95481,1.6306,50.0,5.59793,-4.97593,-127.21486,-9.15212,7.77568,25.95145,-15.85082,SAL_JAG,GEO_EAG,USouthAlabama,D1,SBELT,20250405-USouthAlabama-2,6c5a5ea0-1254-11f0-bdb3-f90a09186d6f,87.42512,,,7.24774,,,,,,,6c0594ba-1c80-4ad2-b404-bd14d114c27b,2025-04-05,19:30:24.53,2025-04-05T14:30:24.5360000-05:00,2025-04-05T19:30:24.5360000Z,,v3,471440,471303,,"Young, Michael",1000357180.0,Right,SAL_JAG,71c2a31f-e830-41b7-8c65-b366a8c093b0,54.22617,-128.07408,12.97573,5.89226,-8.62732,-7.92541,1.79961,-5.23337,3.88784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-04-15
5.0,2025-04-05,14:31:05.06,2.0,1.0,"Davis, Chase",1000107541.0,Left,SAL_JAG,"Senese, Nico",804857.0,Right,GEO_EAG,Undefined,1,Top,0,0,0,Undefined,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,79.7104,-2.582033,3.692095,1530.502405,133.001263,10:30,5.79729,-2.13534,5.91544,-33.73329,10.02469,-9.3667,0.58316,0.51552,73.95323,-8.78399,2.012321,0.476102,,,,,,,,,,,,5.76071,6.19197,1.84438,50.0,5.57032,-7.11587,-115.585,-6.24905,7.86301,19.73815,-23.7224,SAL_JAG,GEO_EAG,USouthAlabama,D1,SBELT,20250405-USouthAlabama-2,8485a7f0-1254-11f0-bdb3-f90a09186d6f,79.16883,,,5.75717,,,,,,,6c0594ba-1c80-4ad2-b404-bd14d114c27b,2025-04-05,19:31:05.06,2025-04-05T14:31:05.0660000-05:00,2025-04-05T19:31:05.0660000Z,,v3,471440,471303,,"Young, Michael",1000357180.0,Right,SAL_JAG,17a3c0cd-506b-4165-95a6-b6761770e6b4,54.58681,-116.36564,9.86907,5.79891,-5.31083,-11.8612,2.13196,-7.42685,3.9315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-04-15
6.0,2025-04-05,14:31:27.12,2.0,2.0,"Davis, Chase",1000107541.0,Left,SAL_JAG,"Senese, Nico",804857.0,Right,GEO_EAG,Undefined,1,Top,0,1,0,Undefined,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,87.27171,-1.355458,2.33725,2201.501371,151.768615,11:00,6.06503,-1.88927,6.16826,-22.17808,13.62032,-6.79071,2.96355,-0.29506,81.00499,-5.504252,1.113046,0.430629,,,,,,,,,,,,4.06193,7.68536,1.71548,50.0,5.95068,-4.91319,-126.89986,-3.67564,6.72642,22.19016,-19.44735,SAL_JAG,GEO_EAG,USouthAlabama,D1,SBELT,20250405-USouthAlabama-2,91a3cf70-1254-11f0-bdb3-f90a09186d6f,87.52882,,,6.26672,,,,,,,6c0594ba-1c80-4ad2-b404-bd14d114c27b,2025-04-05,19:31:27.12,2025-04-05T14:31:27.1210000-05:00,2025-04-05T19:31:27.1210000Z,,v3,471440,471303,,"Young, Michael",1000357180.0,Right,SAL_JAG,8f03c8af-86b4-4fd7-a209-5dec31045236,54.33367,-127.65541,11.09508,6.06456,-3.01348,-9.72367,1.88666,-5.14222,3.36321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-04-15
7.0,2025-04-05,14:31:46.29,2.0,3.0,"Davis, Chase",1000107541.0,Left,SAL_JAG,"Senese, Nico",804857.0,Right,GEO_EAG,Undefined,1,Top,0,1,1,Undefined,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,77.31419,0.257496,1.466123,2376.811919,280.168867,3:15,6.04854,-2.11761,5.23876,-48.58829,-0.72331,12.18182,2.24162,0.27587,71.29651,-8.548147,3.62774,0.497944,,,,,,,,,,,,-5.68004,0.02323,1.97335,50.0,6.03601,-3.35387,-112.2381,-1.16275,-7.24616,20.29758,-32.14443,SAL_JAG,GEO_EAG,USouthAlabama,D1,SBELT,20250405-USouthAlabama-2,9d1f1c60-1254-11f0-bdb3-f90a09186d6f,75.69617,,,6.01769,,,,,,,6c0594ba-1c80-4ad2-b404-bd14d114c27b,2025-04-05,19:31:46.29,2025-04-05T14:31:46.2940000-05:00,2025-04-05T19:31:46.2940000Z,,v3,471440,471303,,"Young, Michael",1000357180.0,Right,SAL_JAG,1498a85c-cabc-4611-a69b-075f41b9df13,55.26343,-113.18596,10.14879,6.05526,0.33834,-16.07222,2.12207,-3.01549,-3.62308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-04-15
8.0,2025-04-05,14:32:08.89,2.0,4.0,"Davis, Chase",1000107541.0,Left,SAL_JAG,"Senese, Nico",804857.0,Right,GEO_EAG,Undefined,1,Top,0,1,2,Undefined,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,75.8182,-1.132815,1.790643,2335.372469,307.47003,4:15,6.06674,-1.88468,5.78191,-55.64928,-6.83768,10.83753,0.37463,0.68508,70.42009,-11.226111,3.738024,0.502844,,,,,,,,,,,,-5.04461,-2.73933,1.7303,50.0,5.93962,-3.83063,-110.15666,-3.93046,-6.18721,19.9014,-35.53382,SAL_JAG,GEO_EAG,USouthAlabama,D1,SBELT,20250405-USouthAlabama-2,aa8c7550-1254-11f0-bdb3-f90a09186d6f,74.95857,,,5.39811,,,,,,,6c0594ba-1c80-4ad2-b404-bd14d114c27b,2025-04-05,19:32:08.89,2025-04-05T14:32:08.8980000-05:00,2025-04-05T19:32:08.8980000Z,,v3,471440,471303,,"Young, Michael",1000357180.0,Right,SAL_JAG,d5662df4-050f-4582-a021-18c781741a6c,54.72238,-111.00655,9.9507,6.07507,-2.41299,-17.76691,1.88824,-3.5664,-3.09361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-04-15
9.0,2025-04-05,14:32:28.83,2.0,5.0,"Davis, Chase",1000107541.0,Left,SAL_JAG,"Senese, Nico",804857.0,Right,GEO_EAG,Undefined,1,Top,0,2,2,Undefined,Changeup,InPlay,Undefined,FlyBall,Out,1,0,,80.26254,-1.715484,2.546833,1703.030083,160.721029,11:15,5.80085,-2.24046,5.81884,-29.94458,13.2919,-4.20138,1.70836,-0.22098,74.20859,-7.255443,1.794274,0.473257,86.9463,24.555147,-31.237733,2615.151589,90.73836,39.8546,-62.18133,330.02667,322.42602,-41.675666,3.750366,2.82693,7.62465,2.03447,50.0,5.64234,-5.02933,-116.54624,-4.40189,3.91646,20.41351,-21.61074,SAL_JAG,GEO_EAG,USouthAlabama,D1,SBELT,20250405-USouthAlabama-2,b673f190-1254-11f0-bdb3-f90a09186d6f,79.64483,47.4672,,6.05395,,,,3.03667,1.88524,0.27389,6c0594ba-1c80-4ad2-b404-bd14d114c27b,2025-04-05,19:32:28.83,2025-04-05T14:32:28.8310000-05:00,2025-04-05T19:32:28.8310000Z,LineDrive,v3,471440,471303,,"Young, Michael",1000357180.0,Right,SAL_JAG,adc74988-bec9-4662-9fd8-0168e223353d,54.68367,-117.36373,10.20676,5.80129,-3.53644,-10.80537,2.23902,-5.18617,1.95823,128.730476,3.03646,99.18237,-17.7356,4.35272,-1.09203,0.30923,-0.08418,0.01484,-0.00109,1.88597,52.96828,-16.24088,0.17826,0.47865,-0.30955,0.10649,-0.01824,0.00121,0.27389,-60.14978,-0.66357,0.85004,-0.29579,0.06388,-0.00874,0.00055,0.0,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,,2025-04-15
10.0,2025-04-05,14:33:07.54,3.0,1.0,"Davis, Chase",1000107541.0,Left,SAL_JAG,"Smith, Sean",695617.0,Right,GEO_EAG,Undefined,1,Top,1,0,0,Undefined,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,76.35881,-0.674543,0.642775,2385.569339,298.670325,4:00,6.16645,-2.08736,5.31616,-53.62456,-5.06394,11.76386,1.06456,-0.50372,71.20504,-10.334659,2.738578,0.501549,,,,,,,,,,,,-5.75843,-1.96339,2.02027,50.0,6.06611,-1.69197,-111.00547,-3.12099,-7.23414,18.59985,-34.64062,SAL_JAG,GEO_EAG,USouthAlabama,D1,SBELT,20250405-USouthAlabama-2,cd95ba20-1254-11f0-bdb3-f90a09186d6f,75.15202,,,5.15376,,,,,,,6c0594ba-1c80-4ad2-b404-bd14d114c27b,2025-04-05,19:33:07.54,2025-04-05T14:33:07.5460000-05:00,2025-04-05T19:33:07.5460000Z,,v3,471440,471303,,"Young, Michael",1000357180.0,Right,SAL_JAG,866c210d-2f78-47ee-bc45-6bf9c917b28c,55.18853,-111.87147,9.29992,6.17387,-1.50814,-17.32031,2.0912,-1.35515,-3.61707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-04-15
11.0,2025-04-05,14:33:24.60,3.0,2.0,"Davis, Chase",1000107541.0,Left,SAL_JAG,"Smith, Sean",695617.0,Right,GEO_EAG,Undefined,1,Top,1,1,0,Undefined,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,89.02635,-0.891296,2.243519,2262.146772,157.414235,11:15,6.06996,-2.00316,5.90743,-19.83336,15.1541,-5.87595,3.58914,-0.40921,81.9339,-4.617725,1.189625,0.425724,,,,,,,,,,,,3.57878,8.31146,1.82622,50.0,5.98689,-4.82026,-129.33307,-2.63184,6.10979,24.97068,-17.98454,SAL_JAG,GEO_EAG,USouthAlabama,D1,SBELT,20250405-USouthAlabama-2,d7a67a90-1254-11f0-bdb3-f90a09186d6f,88.53736,,,7.09245,,,,,,,6c0594ba-1c80-4ad2-b404-bd14d114c27b,2025-04-05,19:33:24.60,2025-04-05T14:33:24.6000000-05:00,2025-04-05T19:33:24.6000000Z,,v3,471440,471303,,"Young, Michael",1000357180.0,Right,SAL_JAG,c47a344f-03db-412c-920e-26e97e5944e8,54.59332,-130.21689,12.48534,6.06878,-1.99529,-8.99227,2.00066,-5.03651,3.0549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-04-15
12.0,2025-04-05,14:33:43.83,3.0,3.0,"Davis, Chase",1000107541.0,Left,SAL_JAG,"Smith, Sean",695617.0,Right,GEO_EAG,Undefined,1,Top,1,2,0,Undefined,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,87.98654,-1.066553,1.542846,2179.214897,161.488337,11:30,6.12569,-1.91607,5.90438,-21.00627,14.53623,-4.54453,3.38461,-0.86221,81.61537,-4.988242,0.727204,0.429087,,,,,,,,,,,,2.69217,8.01359,1.79467,50.0,6.02775,-3.26069,-127.96428,-3.04698,4.53342,22.55623,-18.67983,SAL_JAG,GEO_EAG,USouthAlabama,D1,SBELT,20250405-USouthAlabama-2,e32faa30-1254-11f0-bdb3-f90a09186d6f,87.84332,,,6.37117,,,,,,,6c0594ba-1c80-4ad2-b404-bd14d114c27b,2025-04-05,19:33:43.83,2025-04-05T14:33:43.8360000-05:00,2025-04-05T19:33:43.8360000Z,,v3,471440,471303,,"Young, Michael",1000357180.0,Right,SAL_JAG,6c83e5dd-4745-45e2-b83d-0777d6434b67,54.59745,-128.77212,11.27811,6.1249,-2.37797,-9.33991,1.91435,-3.42305,2.26671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-04-15
13.0,2025-04-05,14:34:04.43,3.0,4.0,"Davis, Chase",1000107541.0,Left,SAL_JAG,"Smith, Sean",695617.0,Right,GEO_EAG,Undefined,1,Top,1,3,0,Undefined,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,87.92509,-2.242679,2.427821,2158.446617,154.083558,11:15,5.93703,-1.86439,6.12608,-19.60229,16.01123,-7.26642,2.22738,-0.22422,81.06322,-5.934064,1.118995,0.429516,,,,,,,,,,,,4.36571,9.17465,1.68221,50.0,5.75485,-5.12114,-127.67907,-5.57866,7.26492,24.29834,-16.90668,SAL_JAG,GEO_EAG,USouthAlabama,D1,SBELT,20250405-USouthAlabama-2,ef667ef0-1254-11f0-bdb3-f90a09186d6f,87.7557,,,6.86187,,,,,,,6c0594ba-1c80-4ad2-b404-bd14d114c27b,2025-04-05,19:34:04.43,2025-04-05T14:34:04.4370000-05:00,2025-04-05T19:34:04.4370000Z,,v3,471440,471303,,"Young, Michael",1000357180.0,Right,SAL_JAG,b8ea1139-d2bf-4096-9b2c-37177102aecb,54.37477,-128.50892,12.14917,5.93552,-5.00124,-8.45334,1.86135,-5.36926,3.63246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-04-15
14.0,2025-04-05,14:34:22.89,3.0,5.0,"Davis, Chase",1000107541.0,Left,SAL_JAG,"Smith, Sean",695617.0,Right,GEO_EAG,Undefined,1,Top,1,3,1,Undefined,Slider,BallCalled,Walk,Undefined,Undefined,0,0,,79.33956,-0.53506,1.361608,2381.905949,295.811473,3:45,5.74093,-2.48491,5.37724,-46.22565,-1.74803,5.96453,1.38701,-0.71112,74.36191,-8.881524,2.423801,0.480001,,,,,,,,,,,,-2.70142,-0.41224,2.35856,50.0,5.65982,-2.97508,-115.41305,-2.67896,-3.70693,17.98703,-32.73974,SAL_JAG,GEO_EAG,USouthAlabama,D1,SBELT,20250405-USouthAlabama-2,fa7108b0-1254-11f0-bdb3-f90a09186d6f,78.52574,,,4.97765,,,,,,,6c0594ba-1c80-4ad2-b404-bd14d114c27b,2025-04-05,19:34:22.89,2025-04-05T14:34:22.8930000-05:00,2025-04-05T19:34:22.8930000Z,,v3,471440,471303,,"Young, Michael",1000357180.0,Right,SAL_JAG,bd343426-7dfb-4a68-8f1d-3495da64e1c0,55.12717,-116.20937,8.99351,5.74634,-1.22951,-16.36987,2.48664,-2.81097,-1.85346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-04-15
15.0,2025-04-05,14:34:58.51,4.0,1.0,"Davis, Chase",1000107541.0,Left,SAL_JAG,"White, Sean",831997.0,Right,GEO_EAG,Undefined,1,Top,1,0,0,Undefined,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,79.63723,-1.782143,2.878044,1559.681096,154.177709,11:15,5.72807,-2.43525,5.78129,-31.50667,12.69131,-5.47776,1.44169,-0.2116,73.35492,-7.607887,1.897752,0.47849,,,,,,,,,,,,3.56748,7.37646,2.20092,50.0,5.56181,-5.59987,-115.52121,-4.55929,4.8376,20.82182,-22.17143,SAL_JAG,GEO_EAG,USouthAlabama,D1,SBELT,20250405-USouthAlabama-2,0faf1d20-1255-11f0-bdb3-f90a09186d6f,78.77376,,,6.28232,,,,,,,6c0594ba-1c80-4ad2-b404-bd14d114c27b,2025-04-05,19:34:58.51,2025-04-05T14:34:58.5130000-05:00,2025-04-05T19:34:58.5130000Z,,v3,471440,471303,,"Young, Michael",1000357180.0,Right,SAL_JAG,a49905fd-afdf-4dfc-9947-e8402a3f6d8f,54.71904,-116.36867,10.41091,5.72901,-3.6569,-11.08572,2.43284,-5.79677,2.4188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-04-15
16.0,2025-04-05,14:35:20.67,4.0,2.0,"Davis, Chase",1000107541.0,Left,SAL_JAG,"White, Sean",831997.0,Right,GEO_EAG,Undefined,1,Top,1,0,1,Undefined,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,79.67475,-1.428321,2.718574,1647.548138,127.823352,10:15,5.66593,-2.30668,5.93904,-33.95069,10.05146,-11.13654,1.50989,-0.71082,73.15818,-7.720627,0.718149,0.477429,,,,,,,,,,,,6.46784,5.9874,2.09593,50.0,5.53274,-5.07284,-115.61491,-3.91144,8.75182,21.61397,-24.07235,SAL_JAG,GEO_EAG,USouthAlabama,D1,SBELT,20250405-USouthAlabama-2,1ced76d0-1255-11f0-bdb3-f90a09186d6f,78.94886,,,6.51657,,,,,,,6c0594ba-1c80-4ad2-b404-bd14d114c27b,2025-04-05,19:35:20.67,2025-04-05T14:35:20.6720000-05:00,2025-04-05T19:35:20.6720000Z,,v3,471440,471303,,"Young, Michael",1000357180.0,Right,SAL_JAG,ea530db1-eb7d-4e1d-98d4-4f7052efa3e7,54.5615,-116.46455,10.80699,5.6679,-2.96516,-12.03617,2.3021,-5.41687,4.37591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-04-15
17.0,2025-04-05,14:35:41.74,4.0,3.0,"Davis, Chase",1000107541.0,Left,SAL_JAG,"White, Sean",831997.0,Right,GEO_EAG,Undefined,1,Top,1,0,2,Undefined,Changeup,InPlay,Undefined,GroundBall,Single,0,0,,78.48011,-1.101373,1.894665,1492.248976,135.411145,10:30,5.7548,-2.33695,5.78683,-34.45766,10.76178,-9.29367,1.85798,-1.34806,72.58709,-7.457517,0.229005,0.483987,72.11464,-15.784875,-24.934638,,,,,8.49069,8.1988,-10.6279,0.06798,5.27532,6.17044,2.18659,50.0,5.64305,-3.4342,-114.03647,-3.24169,6.99636,19.56511,-23.99052,SAL_JAG,GEO_EAG,USouthAlabama,D1,SBELT,20250405-USouthAlabama-2,29726b90-1255-11f0-bdb3-f90a09186d6f,77.87899,1.96093,,5.89303,,,,2.05484,1.96093,1.35849,6c0594ba-1c80-4ad2-b404-bd14d114c27b,2025-04-05,19:35:41.74,2025-04-05T14:35:41.7480000-05:00,2025-04-05T19:35:41.7480000Z,GroundBall,v3,471440,471303,,"Young, Michael",1000357180.0,Right,SAL_JAG,53b72540-899d-4e98-8eb2-3081b6554a8e,54.71572,-114.84269,9.78256,5.75626,-2.25311,-11.99526,2.33404,-3.7225,3.49818,180.0,2.05225,92.52943,,,,,,,,1.96174,-28.84552,,,,,,,,1.3597,-43.01874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,2025-04-15
18.0,2025-04-05,14:37:27.03,5.0,1.0,"Davis, Chase",1000107541.0,Left,SAL_JAG,"Haab, Daniel",831986.0,Right,GEO_EAG,Undefined,1,Top,1,0,0,Undefined,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,88.19897,-2.779599,1.289274,1964.085364,156.03774,11:15,5.84871,-2.01847,6.15883,-19.81438,16.00721,-6.57355,1.62688,-1.37496,80.31679,-6.534387,0.103068,0.430768,,,,,,,,,,,,3.76122,9.4567,1.92373,50.0,5.62722,-2.60889,-127.92666,-6.78012,6.1931,27.96529,-16.60301,SAL_JAG,GEO_EAG,USouthAlabama,D1,SBELT,20250405-USouthAlabama-2,68263560-1255-11f0-bdb3-f90a09186d6f,87.50049,,,7.88218,,,,,,,6c0594ba-1c80-4ad2-b404-bd14d114c27b,2025-04-05,19:37:27.03,2025-04-05T14:37:27.0300000-05:00,2025-04-05T19:37:27.0300000Z,,v3,471440,471303,,"Young, Michael",1000357180.0,Right,SAL_JAG,eb9266d8-f740-421c-b1a0-21ccee187889,54.33969,-128.87184,13.98264,5.84689,-6.21896,-8.30151,2.01545,-2.81821,3.09655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-04-15
19.0,2025-04-05,14:37:43.91,5.0,2.0,"Davis, Chase",1000107541.0,Left,SAL_JAG,"Haab, Daniel",831986.0,Right,GEO_EAG,Undefined,1,Top,1,1,0,Undefined,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,87.53826,-2.254165,2.384172,2191.251348,154.104071,11:15,6.07679,-1.89327,6.21013,-19.77375,16.79363,-7.50989,2.34559,-0.31732,79.08235,-6.031115,1.029274,0.435229,73.23398,70.598084,89.512764,4882.8125,,,,,13.08128,,,4.65673,9.80839,1.71795,50.0,5.89756,-4.98205,-126.88173,-5.54502,7.48104,29.48082,-16.41684,SAL_JAG,GEO_EAG,USouthAlabama,D1,SBELT,20250405-USouthAlabama-2,723213d0-1255-11f0-bdb3-f90a09186d6f,86.6036,35.08881,,8.45591,,,,1.83683,2.3706,0.3474,6c0594ba-1c80-4ad2-b404-bd14d114c27b,2025-04-05,19:37:43.91,2025-04-05T14:37:43.9180000-05:00,2025-04-05T19:37:43.9180000Z,,v3,471440,471303,,"Young, Michael",1000357180.0,Right,SAL_JAG,e9d8a5ad-493a-4575-932d-9142e8ae9146,54.28876,-127.87433,14.74041,6.07495,-4.99227,-8.20842,1.88994,-5.23394,3.74052,199.479191,1.84302,0.07201,-6.39837,,,,,,,2.37936,100.98486,-28.04096,,,,,,,0.34651,35.71365,-1.19535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Undefined,,,,2025-04-15
